title,price,کاربری,کشور برند,ابعاد (میلیمتر),وزن (کیلوگرم),جنس بدنه,شرکت سازنده پردازنده,نوع سری پردازنده,نسل پردازنده,سری پردازنده,مدل,فرکانس پایه,فرکانس افزایشی,حافظه کش,تعداد هسته,تعداد رشته,فناوری ساخت پردازنده,معماری ساخت,مصرف برق پردازنده,مقدار حافظه رم,نوع رم,باس رم,تعداد اسلات رم,قابلیت ارتقاء رم,نوع حافظه,ظرفیت SSD,نوع اتصال SSD,تعداد اسلات SSD,شرکت سازنده گرافیک,نوع گرافیک,مدل گرافیک,حجم گرافیک,رم گرافیک,رابط حافظه,توان گرافیک,توان افزایشی,DirectX,PCIe,سایز صفحه نمایش (اینچ),پنل تصویر,نوع نمایش تصویر,وضوح تصویر,رزولوشن,نرخ تصویر,نسبت تصویر,Adobe RGB,sRGB,Type-C,USB 3.2,ظرفیت و نوع,جنس باطری,میزان شارژ دهی,توان آداپتور,نوع نمایش نور کیبورد,تعداد اسپیکر,نوع اسپیکر,تعداد فن,محتویات جعبه
مک بوک پرو  MKGP3 | 16GB RAM | 512GB SSD ا Apple  MacBook  Pro 14 (2021) MKGP3,از ۹۱٫۵۰۰٫۰۰۰ تومان,,,,,آلومینیوم بازیافتی,,,,M1 pro,MacBook Pro MKGP3 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1964 × 3024) 4K پیکسل,,,,,,,,,تا 17 ساعت با پخش ویدئو,,,,,,
لپ تاپ ایسوس G513RM | 16GB RAM | 1TB SSD | Ryzen 7 6800H | VGA 3060 6GB ا Laptop Asus G513RM,از ۶۲٫۴۰۰٫۰۰۰ تومان,,,354x259x27.2 میلیمتر,,,,AMD Rembrandt (Zen 3+),نسل 6,6800H,,,,16 مگابایت,8 هسته حقیقی + 16 هسته مجازی,,6 نانومتری,x86,45 وات,,,,2 عدد,,SSD,,"PCIe NVMe®, PCIe 4.0",2 عدد,,GeForce,,,,,,,DirectX 12,,,IPS,,,1440×2560 پیکسل,165 هرتز,16:9,,,,,,,,240 وات,4Zone RGB,2 عدد,Dolby Atmos,,
لپ تاپ لمسی ایسوس زنبوک ASUS ZENBOOK FLIP Q508UG R7 5700U 8GB 256GBSSD MX450 ا ASUS ZENBOOK FLIP15 Q508UG RYZEN7 5700U RAM8GB 256GBSSD MX450,از ۳۲٫۳۰۰٫۰۰۰ تومان,"دانشجویی, روزمره, مالتی مدیا",تایوان,357.8x230x19.9,1.9,فلز,AMD,Lucienne (Zen 2),نسل 5,Ryzen 7,5700U,1.8GHz,4.3GHz,8MB,8,16,7 نانومتری,x86,25 وات,8GB,LPDDR4X,4267MHz,,,SSD,256GB,PCIe NVMe,1,NVIDIA,GeForce,MX450,2GB,GDDR6,64Bit,,,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,4Cell 56WHr,لیتیوم یون,1 الی 2 ساعت,65 وات,White Backlit,2 عدد,harman/kardon (Premium),1,"دفترچه راهنما, شارژر, کابل شارژر"
Lenovo ideapad 3,۱٫۹۷۰٫۰۰۰٫۰۰۰ تومان,,,,,,,,,Ryzen 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ  لنوو  Ideapad 3 | 8GB RAM | 1TB HDD | 256GB SSD | I3 1115G4 ا Lenovo  Ideapad 3,از ۱۵٫۹۰۰٫۰۰۰ تومان,,,362.2×253.4×19.9,1.7,,,,,Core i3,1115G4,3.0GHz,4.1GHz,6MB,2,4,,,,,DDR4,2666MHz,,Up to 12GB,"HDD, SSD",,,,,UHD,,UP TO 4GB,,,,,,,15.6,TN,,FULL HD,1080 × 1920,60Hz,,,,,,2Cell 35WHr,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K6500ZH پردازنده Core i5 12500H رم 8GB حافظه 512GB SSD گرافیک 4GB GTX1650 ا VivoBook K6500ZH Core i5 12500H 8GB 512GB SSD 4GB GTX1650 FHD Laptop,از ۳۷٫۳۰۰٫۰۰۰ تومان,,,18.9×234.3×359.8 میلیمتر,,,,Alder Lake,نسل 12,12500H,,,,18مگابایت,12هسته حقیقی + 16هسته مجازی,,10 نانومتری,,45 وات,,,,1عدد,,SSD,,PCIe NVMe,1عدد,,GeForce,,,,,,50 وات,,,,,,Full HD,1080x1920,60 هرتز,16.9,,,,,,,,150 وات,Backlit با نور سفید رنگ,2 عدد,harman/kardon,,
لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R1502ZA پردازنده Core i7 رم 8GB حافظه 512GB SSD گرافیک INTEL ا VivoBook R1502ZA Core i7 1255U 8GB 512GB SSD INTEL Full HD Laptop,از ۳۰٫۵۰۰٫۰۰۰ تومان,"حسابداری, دانشجویی, روزمره",تایوان,359.7x232.5x19.9,1.7,پلاستیک,Intel,Alder Lake,نسل 12,Core i7,1255U,1.7GHz,4.7GHz,12MB,10,12,10 نانومتری,x86,15 وات,16GB,DDR4,3200MHz,1,,SSD,512GB,PCIe NVMe,1,Intel,Iris Xe,,Up to 8GB share,,,,,DirectX 12,3.0,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,2,3Cell 42WHrs,لیتیوم یون,1 الی 2 ساعت,45 وات,,2 عدد,SonicMaster,1,"دفترچه راهنما, شارژر"
i5(1135G7) 8GB 512GB SSD Intel Huawei MateBook B3-520 ا لپ تاپ هوآوی MateBook B3-520 i5,از ۲۳٫۴۵۰٫۰۰۰ تومان,,,,,,,,,Core i5,HUAWEI MateBook B3-420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1080 × 1920) پیکسل,,,,,,,,,,,,,,,
لپ تاپ ایسوس FX517ZR | 16GB RAM | 1TB SSD | i7 | 8GB VGA ا ASUS TUF Dash F15 FX517ZR,از ۵۹٫۶۰۰٫۰۰۰ تومان,,,۱۹۹ × ۲۵۲ × ۳۶۰ میلیمتر,,,,Alder Lake,نسل 12,12650H,,,,24 مگابایت حافظه کش,10 هسته حقیقی + 16 رشته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,SSD,,,2 عدد,,GeForce,,,,,,,,,,IPS,,,1080x1920,144 هرتز,16:9,,,,,,,,200 وات,White Backlit,2 عدد,Dolby Atmos,,
لپ تاپ لنوو  16GB RAM | 512GB SSD | 2GB VGA | i7 | IdeaPad 5 ا Lenovo IdeaPad 5,از ۳۳٫۴۰۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.80GHz,,,,,,,,,,,1×,,,512GB,,,,,NVIDIA GeForce MX450,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل VivoBook R465FA | 4GB RAM | 1TB HDD | I3 ا ASUS  VivoBook R465FA,از ۱۶٫۹۰۰٫۰۰۰ تومان,,,,,,,,نسل 10,Core i3,,,,,2 هسته‌ای,4 رشته‌ای,,,,,,,,,,,,,,,,,DDR3,64 بیتی,,,,,,,,,1080 × 1920 مگاپیکسل,,,,,,,,,,,,,,,
لپ تاپ  مایکروسافت 16GB RAM | 512GB SSD | 6G VGA | i7 | Surface Book 2 ا Microsoft Surface Book 2 | 15 inch | Core i7 | 16GB | 512GB | 6GB,از ۴۰٫۵۰۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ  مک بوک ایر  MLY13 | 8GB RAM | 256GB SSD | M2 ا Laptop  Macbook Air MLY13,از ۵۷٫۶۰۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Apple M2,,3.5 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس FX506HC  | 16GB RAM | 1TB SSD | i5 | 4GB VGA ا Laptop ASUS FX506HC,از ۳۸٫۸۷۹٫۰۰۰ تومان,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,359x256x22.8,2.3,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,11400H,2.7GHz,4.5GHz,12MB,6,12,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,60 وات,75 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Thunderbolt 4), 1",3,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,200 وات,Backlit Chiclet Keyboard 1-Zone RGB,2 عدد,Built-in array microphone,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ  لنوو 4GB RAM | 128GB SSD | Celeron | IdeaPad 1 ا Lenovo IdeaPad 1,از ۸٫۹۹۹٫۰۰۰ تومان,,,,,,,,,Celeron,,,,,2 هسته‌ای,2 رشته‌ای,,,,,,,,,,,,,,,,,,,,,,,,,,,768 × 1366 مگاپیکسل,,,,,,,,,,,,,,,
لپ تاپ اپل 16 اینچ مدل Mac Book Pro 16inch MK183 پردازنده M1 Pro رم 16GB حافظه 512GB SSD ا Apple MacBook Pro 16‑inch MK183 M1 Pro 16GB 512GB SSD Laptop,از ۹۴٫۰۰۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Apple M1,,3.2 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس ROG STRIX G513RC | 16GB RAM | 1TB SSD | Ryzen 7 6800H | VGA 3050 4GB ا Asus ROG STRIX G513RC,از ۴۸٫۸۷۹٫۰۰۰ تومان,"تدوین, طراحی, گیمینگ",تایوان,354x259x25.9,2.1,فلز، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 6,Ryzen 7,6800H,3.2GHz,4.7GHz,16MB,8,16,6 نانومتری,x86,45 وات,8GB,DDR5,4800MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,80 وات,95 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), 2",2,4Cell 56WHr,لیتیوم یون,1 الی 2 ساعت,200 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس TUF Gaming F15 FX506HC | 16GB RAM | 512GB SSD | i5 | 4GB VGA ا Asus TUF Gaming F15 FX506HC,از ۳۷٫۴۹۹٫۰۰۰ تومان,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,359x256x22.8,2.3,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,11400H,2.7GHz,4.5GHz,12MB,6,12,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,60 وات,75 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Thunderbolt 4), 1",3,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,200 وات,Backlit Chiclet Keyboard 1-Zone RGB,2 عدد,Built-in array microphone,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ  ایسوس K513EQ | 8GB RAM | 512GB SSD | i5 | 2GB VGA ا ASUS  VivoBook  K513EQ,از ۲۹٫۷۵۰٫۰۰۰ تومان,"اداری, حسابداری, دانشجویی, روزمره, مالتی مدیا",تایوان,359x235x17.9,1.8,فلز، پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,1135G7,2.4GHz,4.2GHz,8MB,4,8,10 نانومتری,x86,28 وات,8GB,DDR4,3200MHz,1,Up to 16GB,SSD,512GB,PCIe NVMe,1,NVIDIA,GeForce,MX350,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,3Cell 42WHrs,لیتیوم یون,1 الی 2 ساعت,65 وات,White Backlit,2 عدد,harman/kardon (Mainstream),1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX517ZE پردازنده Core i7 12650H رم 16GB حافظه 512GB SSD گرافیک 4GB RTX3050TI ا TUF Gaming FX517ZE Core i7 12650H 16GB 512GB SSD 4GB RTX 3050TI Full HD Laptop,از ۵۰٫۸۰۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, گیمینگ",تایوان,354x251x20.7,2.0,پلاستیک,Intel,Alder Lake-P,نسل 12,Core i7,12650H,2.3GHz,4.7GHz,24MB,10,16,10 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 40GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,60 وات,75 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,1,2,4Cell 76WHr,لیتیوم یون,2 الی 3 ساعت,180 وات,White Backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ اچ‌ پی Victus 15 | 16GB RAM | 1TB SSD | i5 12500H | VGA 3050 4GB ا HP Victus15,از ۳۶٫۵۳۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",آمریکا,357.9x255x23.5,2.2,پلاستیک,Intel,Alder Lake,نسل 12,Core i5,12500H,1.8GHz,4.5GHz,18MB,12,16,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,1,Up to 32GB,SSD,1TB,PCIe NVMe,1,NVIDIA,GeForce,GTX 1650,4GB,GDDR6,128Bit,,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,144Hz,16:9,,,"(DisplayPort), (Power Delivery), 1",,3Cell 52.5WHr,لیتیوم پلیمر,1 الی 3 ساعت,150 وات,Backlit,2 عدد,B&O speakers,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ گیمینگ ایسوس راگ ROG Strix G16 G614JI i9 13980HX RTX4070 140W 16G 1T 2023,از ۱۱۲٫۳۵۰٫۰۰۰ تومان,,,,,آلومینیوم، پلاستیک,,,نسل 13,Raptor Lake,,,,,24,,,x86,55 وات,,,4800 مگاهرتز,2 عدد,,,,,2 عدد,,,,,GDDR6,128Bit,115 وات,140 وات,DirectX 12 Ultimate,4.0x16,,,,QHD+,,,16:10,,,,,,,,,Backlit Chiclet Keyboard Per-Key RGB,,,2 عدد,
لپ تاپ  ایسوس FX507ZE | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا ASUS TUF Gaming FX507ZE,از ۵۵٫۳۹۹٫۰۰۰ تومان,,,22.4 × 251 × 354 میلی‌متر,,,,Alder Lake-P,نسل 12,12700H,,,,24 مگابایت حافظه کش,14 هسته حقیقی + 20 هسته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,GeForce,,,,128Bit,,95 وات,DirectX 12,4.0,,,,Full HD,1080x1920,144 هرتز,16.9,47.34%,62.5%,,,,,,200 وات,RGB backlit,2 عدد,Dolby Atmos,,
لپ تاپ ایسوس مدل R565EP | 8GB RAM | 512GB HDD | I5 | 2GB VGA ا VivoBook R565EP  Laptop,از ۲۳٫۹۹۹٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.40GHz,,,,,,,,,,,1×,,,512GB,,,,,NVIDIA GeForce MX330,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ ایسر Nitro 5 AN515 | 16GB RAM | 512GB SSD | i7 12700H | VGA 3050TI 4GB ا Acer AN515 Laptop,از ۴۰٫۸۰۰٫۰۰۰ تومان,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,360.4x271x26.9,2.5,پلاستیک,Intel,Alder Lake,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,1,Up to 32GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,95 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,144Hz,16:9,,54%,"(Thunderbolt 4), 1",3,3Cell 57.5WHr,لیتیوم یون,1 الی 3 ساعت,230 وات,4Zone RGB,2 عدد,,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس X515EP | 8GB RAM | 512GB SSD | i7 | 2GB VGA ا VivoBook X515EP A,از ۲۶٫۴۰۰٫۰۰۰ تومان,,,,,,,,سری 11,corei7,,,,12 مگابایت,چهار هسته ای,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,,,,,"Built-in Speakers/Mic, SonicMaster",,
لپ تاپ  لنوو IdeaPad 3 | 12GB RAM | 1TB  | I5 1135G7 | VGA Mx350 2GB ا Laptop Lenovo IdeaPad 3,۲۷ فروشنده دیگر,"حسابداری, دانش آموزی, دانشجویی, روزمره, وب گردی",چین,359.2x236.5x19.9,1.6,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,1155G7,2.5GHz,4.5GHz,8MB,4,8,10 نانومتری,x86,28 وات,12GB,DDR4,3200MHz,1,Up to 20GB,HDD,,PCIe NVMe,1,NVIDIA,GeForce,MX350,2GB,GDDR5,64Bit,25 وات,,DirectX 12,3.0,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر"
مک بوک ایر 8GB RAM | 256GB SSD | M1 | MGND3 ا MacBook Air MGND3,از ۴۴٫۰۰۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Apple M1,,3.2 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو ThinkBook 15 | 12GB RAM | 1TB HDD | 512GB SSD | i3 | ا Lenovo ThinkBook 15 FX,از ۱۷٫۸۹۳٫۰۰۰ تومان,,,,,,,,,Core i3,,,,,,,,,,,,,,,SSD M.2 NVMe,,,,,,,,,,,,,,,,,,,120Hz,16:9,,,,,,,,,,,,,
"لپ تاپ اپل 13.3 اینچی مدل Apple MacBook Pro 2022 MNEJ3 پردازنده M2 رم 8GB حافظه 512GB SSD ا Apple MacBook Pro 2022 13.3"" MNEJ3 M2 8GB 512GB SSD Laptop",از ۷۰٫۲۰۰٫۰۰۰ تومان,,,,,,,,,M2 chipset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو IdeaPad 3-QE | 4GB RAM | 1TB HDD | 256GB SSD | N4020 ا Lenovo  IdeaPad  3  QE,از ۸٫۶۱۰٫۰۰۰ تومان,,,19.9 × 253.4 × 362.2,1.5,,,,,Celeron,600,1.1GHz,2.8GHz,4MB,2,2,,,,,DDR4,2400MHz,,ندارد,"HDD, SSD",,,,,UHD,,UP TO 2GB,,,,,,,15.6,TN,,HD,768 × 1366,60Hz,,,,,,2Cell 35WHr,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل E510MA پردازنده N4020 رم 4GB حافظه 512GB SSD گرافیک Intel ا E510MA N4020 4GB 512GB SSD Intel HD Laptop,از ۱۱٫۹۹۰٫۰۰۰ تومان,"دانش آموزی, روزمره, مالتی مدیا, وب گردی",تایوان,360.2x236.4x18.1,1.57,پلاستیک,Intel,Gemini Lake,نسل 9,Celeron,N4020,1.1GHz,2.8GHz,4MB,2,2,14 نانومتری,x86,6 وات,4GB,DDR4,3200MHz,1,,HDD,512GB,PCIe NVMe,,Intel,UHD,600,Up to 2GB share,,64Bit,,,DirectX 12,,15.6,TFT,,HD,1366x768,60Hz,16:9,,,1,1,3Cell 42WHrs,لیتیوم یون,1 الی 2 ساعت,33 وات,,1 عدد,,1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس FX507ZC | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا ASUS    TUF  GAMING  FX507ZC,از ۵۰٫۱۰۰٫۰۰۰ تومان,,,24.9 × 251 ×354,,,,,,12700H,,,,24 مگابایت حافظه کش,14 هسته حقیقی + 20 هسته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,,,,1920x1080,144 هرتز,16:9,,,,,,,,200 وات,RGB backlit,2 عدد,Dolby Atmos,,
لپ تاپ اپل 16 اینچ مدل 2023 MacBook Pro M2 Pro MNW83 ا MacBook Pro MNW83 2023 - M2 Pro - 16GB - 512GB - 16 inch Laptop,از ۱۱۶٫۸۰۰٫۰۰۰ تومان,,,,,آلومینیوم,,,,Apple M2 Pro,,,,,12 هسته‌ ای (8 هسته‌ پردازش سنگین و 4 هسته‌ کم‌ مصرف),,,,,,,4266 مگاهرتز,,,,,,,,,,,,,,,,,,,,3456x2234 پیکسل,,,,,,,,,,,,,,,,
مک بوک پرو  8GB RAM | 256GB SSD | M1 | MYD82 ا MacBook Pro MYD82,۱۳ فروشنده دیگر,,,,,تمام آلومنیوم,,,,Apple M1,,3.2 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو IdeaPad 3 | 8GB RAM | 1TB HDD | 512GB SSD | i5 1235U ا LENOVO IdeaPad 3,از ۲۲٫۹۹۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.50GHz,,,,,,,,,,,1×,,,,,,,,NVIDIA GeForce MX350,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ  ایسوس  R565JP  | 16GB RAM | 1TB HDD | I7 1065G7 | VGA Mx330 2GB ا ASUS VivoBook R565JP,از ۲۸٫۳۴۸٫۰۰۰ تومان,,,360*234.9*19.9 میلی متر,,,,Ice Lake,نسل 10,1065G7,,,,8 مگابایت,4 هسته حقیقی + 8 هسته مجازی,,10 نانومتری,,15 وات,,,,1 عدد,,SSD,,PCIe NVMe,1عدد,,GeForce,,,,,,,,,,,,Full HD,1080x1920,60 هرتز,16.9,,,,,,,,65 وات,,2 عدد,SonicMaster,,
لپ تاپ اچ پی Victus 16 | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا Laptop HP Victus 16,از ۴۲٫۹۰۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",آمریکا,370x260x23.5,2.4,پلاستیک,Intel,Alder Lake,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 32GB,SSD,512GB,PCIe NVMe,1,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,,,DirectX 12,4.0,16.1,IPS,,Full HD,1920x1080,144Hz,16:9,,100%,"(DisplayPort), (Power Delivery), 1",,4Cell 70WHr,لیتیوم پلیمر,1 الی 3 ساعت,200 وات,Backlit,2 عدد,B&O speakers,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسر 8GB RAM | 1TB | 2GB VGA | i5 | A315 ا Acer Aspire 3 A315,از ۲۲٫۳۹۰٫۰۰۰ تومان,,,,1.78,,,,,Corei5,,,,,10,12,,,,,,3200MHZ,,,,,,,,,,,,64Bit,ندارد,,,,,LED,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ اپل  MK193 | 16GB RAM | 1TB SSD | M1 PRO ا Apple MK193,از ۱۰۳٫۹۹۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Apple M1,,3.2 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 4K لمسی دل مدل Dell Precision E5510- i7 16G 512GSSD 2G,۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160 × 3840,,,,,,,,,,,,,,,
لپ تاپ مایکروسافت Surface Go | 4GB RAM | 64GB SSD | i5 ا Laptop Microsoft Surface Go,از ۱۷٫۷۰۰٫۰۰۰ تومان,,,,,,,,,1035G1,,,,6 مگابایت,4 هسته حقیقی + 8 هسته مجازی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو  8GB RAM | 1TB HDD | 2GB VGA | i7 |  IdeaPad 3 ا Lenovo IdeaPad 3,از ۲۶٫۶۱۰٫۰۰۰ تومان,,,,2,,,,,Corei7,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,64Bit,,,,,,TN,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسوس 13.4 اینچی مدل ROG FLOW GV301RE پردازنده Ryzen 9 6900HS رم 16GB حافظه 1TB SSD گرافیک 4GB 3050TI ا ROG FLOW GV301RE Ryzen 9 6900HS 16GB 1TB SSD 4GB RTX 3050TI Full HD Laptop,از ۶۴٫۷۹۹٫۰۰۰ تومان,,,,,,,,,Ryzen 6000,,3.3GHz,,,,,,,,,,,❌,,,1TB,,,,,NVIDIA GeForce RTX 3050 Ti,,,,,,,,,,,1200 × 1920 @ +FHD,,,,,,,,,,,,,,,,
Asus ZenBook UM535QE Ryzen 7 5800H 16 1SSD 4 3050Ti OLED FHD Touch ا لپ تاپ ایسوس UM535QE,از ۴۷٫۷۷۷٫۰۰۰ تومان,"دانشجویی, طراحی, مالتی مدیا",تایوان,18×238×354,2.0,فلز,AMD,AMD Cezanne (Zen 3),نسل 5,Ryzen 7,5800H,3.2GHz,4.4GHz,16MB,8,16,7 نانومتری,x86,45 وات,16GB,LPDDR4X,4267MHz,,,SSD,1TB,PCIe NVMe,1,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,35 وات,50 وات,DirectX 12,3.0,15.6,OLED,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,6Cell 96WHr,لیتیوم یون,2 الی 3 ساعت,150 وات,White Backlit,2 عدد,Harman Speakers,1,"دفترچه راهنما, شارژر, کاور"
"لپ تاپ اپل 13.3 اینچی مدل Apple MacBook Pro 2022 MNEP3 پردازنده M2 رم 8GB حافظه 256GB SSD ا Apple MacBook Pro 2022 13.3"" MNEP3 M2 8GB 256GB SSD Laptop",از ۵۸٫۲۰۰٫۰۰۰ تومان,,,,,آلومینیوم بازیافتی,,,,M2,MacBook Pro MNEP3 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1600 × 2560) WQXGA پیکسل,,,,,,,,,تا 20 ساعت با پخش ویدئو | تا 17 ساعت وب گردی,,,,,,
لپ تاپ ایسر Predator Helios 300 PH315 | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا Acer Predator Helios 300 PH315,۹ فروشنده دیگر,,,,2.6,,,,,Corei7,,,,,14,20,,,,,,4800MHz,,,,,,,,,,,,192Bit,150 وات,,,,,IPS,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ لنوو  IdeaPad 3 | 12GB RAM | 1TB HDD | 256GB SSD | i5 1135G7 | VGA Mx350 2GB ا Lenovo IdeaPad 3,از ۱۷٫۶۰۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.40GHz,,,,,,,,,,,2×,,,256GB,,,,,NVIDIA GeForce MX350,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
