title,price,کاربری,کشور برند,ابعاد (میلیمتر),وزن (کیلوگرم),جنس بدنه,شرکت سازنده پردازنده,نوع سری پردازنده,نسل پردازنده,سری پردازنده,مدل,فرکانس پایه,فرکانس افزایشی,حافظه کش,تعداد هسته,تعداد رشته,فناوری ساخت پردازنده,معماری ساخت,مصرف برق پردازنده,مقدار حافظه رم,نوع رم,باس رم,تعداد اسلات رم,قابلیت ارتقاء رم,نوع حافظه,ظرفیت SSD,نوع اتصال SSD,تعداد اسلات SSD,شرکت سازنده گرافیک,نوع گرافیک,مدل گرافیک,حجم گرافیک,رم گرافیک,رابط حافظه,توان گرافیک,توان افزایشی,DirectX,PCIe,سایز صفحه نمایش (اینچ),پنل تصویر,نوع نمایش تصویر,وضوح تصویر,رزولوشن,نرخ تصویر,نسبت تصویر,Adobe RGB,sRGB,Type-C,USB 3.2,ظرفیت و نوع,جنس باطری,میزان شارژ دهی,توان آداپتور,نوع نمایش نور کیبورد,تعداد اسپیکر,نوع اسپیکر,تعداد فن,محتویات جعبه
لپ تاپ15 اینچی مایکروسافت سورفیس لپ تاپ 4 نقره ای Microsoft Surface Laptop 4 r7-8-256-15,۵۹٫۵۰۰٫۰۰۰ تومان,,,,,,,,,Ryzen 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP LAPTOP 15 ef2130wm Ryzen5-5500u 8GB 256GBSSD,۲۰٫۴۰۰٫۰۰۰ تومان,,,,,,,,,RYZEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپتاپ ASUS مدل ROG-Flow Z13 GZ301ZA,۵۷٫۳۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Ideapad L3 | 4GB RAM | 1TB HDD | 6305 ا Lenovo Ideapad L3,۱۴٫۷۰۰٫۰۰۰ تومان,,,,,قسمت بالایی و زیرین از پلاستیک ABS و پلی کربنات (PC),,,,Celeron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,۱۰۸۰x۱۹۲۰ پیکسل - Full HD,,,,,,,,,,,,,,,,
لپ تاپ مایکروسافت مدل Microsoft Surfacebook 1 - i7 16G 512GSSD 1G,۲۲٫۸۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000×2000, 4K",,,,,,,,,,,,,,,
لپ تاپ  ایسوس E410 | 4GB RAM | 128GB SSD | N4020 ا ASUS   E410,۱۳٫۲۹۰٫۰۰۰ تومان,,,,,,,,,"Celeron, ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HD, ,",,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ایسوس تاف ASUS TUF F15 FX507VU i9 13900H RTX4050 140W 144Hz 2023,۷۷٫۵۱۰٫۰۰۰ تومان,,,,2.1,,,,,,,,,,,,,,,,,,دو اسلات رم تا 64 گیگ (ویژه ی نسخه ی چین),,,,,,,,,,,,,,,,,,,,FHD یا 1080×1920,,,,,,,,,,,,,Stereo Speaker,,
لپ تاپ ام اس آی 16 اینچی مدل Summit E16Flip A12UCT ا MSI intel i7 1280P-32GB LPDDR5-1TB SSD- RTX3050 MAXQ GDDR6 4GB -IPS 16 inch QHD+ Laptop+PEN,۳ فروشنده دیگر,,,,,,,,,12th Gen\Alder Lake,,"1.8GHz @ هسته پُـر مصرف, 1.3GHz @ هسته کم مصرف",,,,,,,,,,,❌,,,1TB,,,,,NVIDIA GeForce RTX 3050 MAX-Q,,,,,,,,,,,1600 × 2560 @ +QHD,,,,,,,,,,,,,,,,
لپ تاپ لنوو 15.6 اینچی مدل IdeaPad V15 G2ITL i3 8GB 256GB SSD ا Lenovo IdeaPad V15 i3 1115G4 8GB 256GB SSD FHD 15.6 Display,۷ فروشنده دیگر,"اداری, حسابداری, دانش آموزی, روزمره, مالتی مدیا, وب گردی",چین,359.2x235.8x19.9,1.7,پلاستیک,Intel,Tiger Lake,نسل 11,Core i3,1115G4,3.0GHz,4.1GHz,6MB,2,4,10 نانومتری,x86,28 وات,8GB,DDR4,3200MHz,1,Up to 12GB,SSD,256GB,PCIe NVMe,1,Intel,UHD,,Up to 2GB share,,,,,,,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,Backlit,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر, کیف"
لپ تاپ گیمینگ ایسوس تاف ASUS TUF F17 FX707VI i9 13900H RTX4070 140W 1T 2.5K 240Hz 100% DCI-P3 2023,۱۰۵٫۹۲۰٫۰۰۰ تومان,,,,2.6,,,,,,,,,,,,,,,,,,دو اسلات رم تا 64 گیگ (ویژه ی نسخه ی چین),,,,,,,,,,,,,,,,,,,,2.5K,,,,,,,,,,,,,Stereo Speaker,,
مک بوک پرو 14 اینچ M2 Max ظرفیت 96/1TB گیگ 12/38 هسته 2023 CTO,۲۳۹٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو V15 | 8GB RAM | 256GB SSD | I5 1135G7 | VGA Mx350 2GB ا Laptop Lenovo V15,از ۲۲٫۲۹۰٫۰۰۰ تومان,,,362.2×251.5×19.9 میلی‌متر,,,,Tiger Lake,نسل 11,1135G7,,,,8 مگابایت,4 هسته حقیقی + 8 هسته مجازی,,10 نانومتری,,28 وات,,,,1 عدد,,SSD,,PCIe NVMe,1عدد,,GeForce,,,,,,,,,,TN,,Full HD,1080x1920,60 هرتز,16:9,,,,,,,,65 وات,ندارد,2 عدد,Dolby Audio,,
لپ تاپ ایسر اسپایر 5 A515 ا ACER Aspire 5 A515 Core i7 (1255U) 16GB 512GB SSD 2GB (MX550) FHD Laptop,۵ فروشنده دیگر,,,,,,,,نسل 12,1255U,,,,12 مگابایت,10 هسته حقیقی 12 هسته مجازی,,10 نانومتری,x86,,,,,2 عدد,,SSD,,PCIe NVMe,,,GeForce,,,,,,,DirectX 12,,,IPS,,,,60 هرتز,16:9,,,,,,,,45 وات,,2 عدد,,,
لپ‌تاپDell Latitude 5300 i5(8356U),۱۹٫۲۰۰٫۰۰۰ تومان,,,,,,,,نسل8,8356U,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 3 15IAU7 Core i5 1235U 24GB 512GB SSD ا Lenovo IdeaPad 3 15IAU7 Core i5 1235U 24GB 512GB SSD Laptop,از ۲۷٫۵۰۰٫۰۰۰ تومان,,,,,,,,,Core i5,,,,,,,,,,,,,,,SSD M.2 NVMe,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,,,,,,,
لپ تاپ گیمینگ دل مدل DELL G15 2023 i7-13700HX RTX4060 16GB 512GB 165HZ,۸۰٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 16 اینچی اچ پی مدل OMEN 16 B0001 - A پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 8GB 3070 ا OMEN 16 B0001 - A Core i7 11800H 16GB 1TB SSD 8GB 3070 Full HD IPS Laptop,از ۶۸٫۳۹۰٫۰۰۰ تومان,,,,,,,,نسل 11 اینتل,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ Dell G3,۲۷٫۵۰۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,12 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو V15 | 12GB RAM | 1TB HDD | 128GB SSD | I5 | 2GB VGA ا Laptop Lenovo V15,از ۲۱٫۵۰۰٫۰۰۰ تومان,"دانشجویی, روزمره",چین,359.2x235.8x19.9,1.7,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,1135G7,2.4GHz,4.2GHz,8MB,4,8,10 نانومتری,x86,28 وات,12GB,DDR4,3200MHz,1,Up to 16GB,"HDD, SSD",128GB,PCIe NVMe,1,NVIDIA,GeForce,MX350,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس 15.6 اینچی مدل X515JP پردازنده Core i7 1065G7 رم 16GB حافظه 1TB گرافیک 2GB MX330 ا X515JP Core i7 1065G7 16GB 1TB 2GB MX330 FHD Laptop,از ۲۸٫۲۰۰٫۰۰۰ تومان,,,,1.8,,,,,Corei7,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,64Bit,ندارد,,,,,TFT,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ 15 اینچی ایسر مدل Aspire 7 A715-51G-754E ا Aspire 7 A715-51G-754E i7 1260P 16G 512SSD 4G 3050 FHD Laptop,۷ فروشنده دیگر,,,,,,,,,Alder Lake,,,,,12 هسته,,,,28 وات (64 وات در حالت توربو),,,3200 مگاهرتز,,,,,,,,,,,1500 مگاهرتز,,,تا 50 وات,,,,,,1920x1080 پیکسل - Full HD,,,,,,,,,,,,تک رنگ,,,,
لپ تاپ ایسوس Asus VivoBook M513UA پردازنده Ryzen 5 5500u رم 16GB حافظه 512GB SSD گرافیک Radeon up to 2GB – نقره ای – گارانتی 24 ماه سازگار ارقام ا Asus VivoBook M513UA R5: 5500u - 16GB - 512GB SSD - Radeon up to 2GB,۲۴٫۷۰۰٫۰۰۰ تومان,,,,,,,,,5500u,,1.8 گیگاهرتز,4.3 گیگاهرتز,8 مگابایت,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مک بوک پرو 16GB RAM | 512GB SSD | 4GB VGA | i7 | MVVJ2 ا MacBook Pro MVVJ2*,۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسر  Predator TRITON 300 | 16GB RAM | 512GB SSD | i7 | 4GB VGA ا Acer Predator TRITON 300 SE PT314 76QN,۳ فروشنده دیگر,,,,,,,,,Core i7,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1200x1920 - +FHD,,,,,,,,,,,,,,,,
لپ تاپ هوآوی مدل HUAWEI MateBook 13s 2.5K FullView - ارسال 10 الی 15 روز کاری,۹۹٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ اچ پی Zbook Studio X360 G5,۳۲٫۷۰۰٫۰۰۰ تومان,,,360×245×20.3,2.22,,,,,Xeon,P1000,2.7GHz,4.4GHz,,6,12,,,,,,,,,GDDR5,,,,,,,,,128Bit,,,,,,IPS,,FULL HD,1080 × 1920,,,,,,,6Cell 90.5WHr,,,,,,,,
لپ تاپ ایسوس 17.3 اینچی مدل ROG Strix SCAR 17 G733ZW پردازنده Core i9 رم 32GB حافظه 1TB SSD گرافیک 8GB 3070Ti ا ASUS ROG Strix SCAR 17 G733ZW Core i9 12900H 32GB 1TB SSD 8GB 3070Ti FULL HD Laptop,۱۲۱٫۰۰۰٫۰۰۰ تومان,,,354x259x27.2,2.3,,,,,Core i9,RTX 3070 TI,3.8GHz,5.0GHz,24MB,14,20,,,,,DDR5,4800MHz,,Up to 64GB,SSD,,,,,GEFORCE,,8GB,GDDR6,256Bit,125 وات,,,,15.6,IPS,,FULL HD,1080 × 1920,300Hz,,,,,,4Cell 90WHr,,,,,,,,
Surface Book 3,۸۹٫۷۸۹٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ شیائومی ردمی بوک پرو Xiaomi RedmiBook Pro 14 R5 6600H 2022,۳۷٫۸۹۰٫۰۰۰ تومان,,,,1.5,,,,,,,,,,,,,,,,,,بدون اسلات - لحیم برد,,,,,,,,,,,,,,,,,,,,2.5K,,,,,,,,,,,,,Realtek ALC256,,
لپ‌ تاپ  ایسر Aspire7 A715 | 8GB RAM | 512GB SSD | Ryzen 5 | 4GB VGA ا Aspire7  A715  42G  R9W3,۳ فروشنده دیگر,,,,,,,,,Ryzen 5,,,,8 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ایسوس تاف ASUS TUF F15 FX507VV i9 13900H RTX4060 140W 1T 2.5K 100% DCI-P3 2023,۸۱٫۹۶۰٫۰۰۰ تومان,,,,2.1,,,,,,,,,,,,,,,,,,دو اسلات رم تا 64 گیگ (ویژه ی نسخه ی چین),,,,,,,,,,,,,,,,,,,,2.5K,,,,,,,,,,,,,Stereo Speaker,,
لپ تاپ استوک Laptop Dell Vostro 3550 i5 ا Laptop Dell Vostro 3550 i5,۵٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"لپ تاپ Apple MacBook Pro 15 2018 i7-8750H,16G,512G,AMD PRO 555-4GB,15.4""2K",۵۵٫۴۰۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,9 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ریزر مدل Razer Blade 18 2023 i9-13950HX RTX4080 32GB 1TB 2K 240HZ,۲۶۵٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ‌تاپ Dell Latitude 7490,۱۳٫۹۰۰٫۰۰۰ تومان,,,,,,,,7,,Latitude 7490,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ acer N17Q9,۴٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP VICTUS 15 FA0032DX Core i7 (12650) 32GB 512SSD 4GB (RTX3050Ti) WIN11 ا لپ تاپ اچ پی مدل FA0032DX Core i7 (12650) 32GB 512SSD 4GB RTX3050Ti,از ۵۱٫۱۹۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,,,,,,,,,,,SSD M.2 NVMe Gen 4x4,,,,,,,,,,,,,,,,,,,144Hz,16:9,,,,,,,,,,,,,
LAPTOP ACER ASPIRE 5 A515-57G-77JZ,۳۹٫۸۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 Pro | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا Laptop Lenovo Legion 5 Pro,۸ فروشنده دیگر,,,,,,,,,"Core i7, ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WQXGA, ,",,,,,,,,,,,,,,,,
لپ تاپ ASUS TUF GAMING F15 FX507ZR - A,۲ فروشنده دیگر,,,,,,,,نسل 12,Core i7,,,,,14 هسته‌ای,20 رشته‌ای,,,,,,,,,,,,,,,,,GDDR6,256 بیتی,,,,,,,,,1080 × 1920 مگاپیکسل,,,,,,,,,,,,,,,
لپتاپ لنوو تینکبوک Lenovo ThinkBook 15-IML نسل دهم ا Lenovo thinkbook 15-iml,۱۶٫۹۷۰٫۰۰۰ تومان,,,,,,,,نسل دهم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل X515EA-BQ945-B ا Vivobook 15 X515EA i3 1115G4 8G 256SSD INTEL FHD,از ۱۸٫۴۰۰٫۰۰۰ تومان,,,,1.8,,,,,Corei3,,,,,2,4,,,,,,3200MHZ,,,,,,,,,,,,,,,,,,WV,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ HP EliteBook x360 1030 G2,۱۸٫۸۸۸٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 13.5 اینچی مایکروسافت مدل Surface Laptop 5 - i5 - 8GB - 512GB,۴ فروشنده دیگر,,,,,,,,,Intel Core i5-1235U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:2,,,,,,,,,,,,,
لپ تاپ اچ پی مدل HP Probook 645 G4 RYZEN 5 16G 256G 1G,۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ام اس ای MSI Pulse GL66 11UCK-1274XRO,۳۸٫۳۹۹٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاب ورک استیشن دل مدل Dell 7530  | Ram 16 GB DDR4 |  512 GB SSD | i7 | 4 GB ا Dell 7530,۲ فروشنده دیگر,,,,,,,,,Core i7,,,,9 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو 15.6 اینچی مدل Lenovo IdeaPad 5 i5/8/512/2G,۲۶٫۸۹۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس VivoBook 16 R1605ZA-XA,از ۳۵٫۷۸۰٫۰۰۰ تومان,"برنامه نویسی, حسابداری, دانش آموزی, دانشجویی, مالتی مدیا, وب گردی",تایوان,358.7x249.5x19.9,1.8,فلز,Intel,Alder lake-U,نسل 12,Core i7,1255U,3.5GHz,4.7GHz,12MB,10,12,10 نانومتری,x86,15 وات,16GB,DDR4,3200MHz,1,Up to 16GB,SSD,512GB,PCIe NVMe,1,Intel,Iris,Xe,Up to 4GB share,,,,,,,16.0,IPS,Wide View,WUXGA,1920x1200,60Hz,16:10,,,1,2,3Cell 42WHrs,لیتیوم یون,1 الی 2 ساعت,45 وات,,2 عدد,SonicMaster,2,"دفترچه راهنما, شارژر"
لپ تاپ اچ پی i7 رم8 هارد 256 SSD گرافیک4 Hp Zbook 17 G2 ا Hp Zbook 17 G2,۱۶٫۰۰۰٫۰۰۰ تومان,"لپ تاپ خانگی و مالتی مدیا, لپ تاپ دانش آموزی, لپ تاپ مهندسی",,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15 اینچی لنوو مدل Lenovo IdeaPad Gaming 3 - XCC ا Lenovo Core i7 12700H - 16GB - 512+256SSD - 4GB RTX 3050TI - 120Hz - FULL HD,۲ فروشنده دیگر,,,21.8 × 266.4 × 359.6,2.31,,,,,Core i7,RTX 3050TI,2.3GHz,4.7GHz,,14,20,,,,,,,,,GDDR6,,,,,,,,,128Bit,,,,,,IPS,,FULL HD,1080 × 1920,,,,,,2 عدد,3Cell 45WHr,,,,,,,,
لپ تاپ MSI Sword15 با i7 11800/16GB/512GB/4GB 3050ti,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ROG strix G513QR Ryzen7 5800H 32 1SSD 8 3070 FHD ا لپ تاپ ایسوس G513 QR,۶۸٫۸۹۴٫۰۰۰ تومان,,,,,,,,,Ryzen 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ دل مدل Latitude E5550,۱۰٫۹۰۰٫۰۰۰ تومان,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسر NITRO 5 AN515 I9(12900H) 64 1 6(3060),۱ فروشنده دیگر,,,360.4×271.09×25.9,2.5,,,,,Core i9,RTX3060,2.3GHz,5GHz,24MB,8,16,,,,,DDR5,,,,SSD,,,,,GEFORCE,,6GB,GDDR6,192Bit,80 وات,,,,15.6,IPS,,FHD,1080 × 1920,144Hz,,,,,,4Cell 90WHr,,,,,,,,
لپ تاپ اچ پی HP Envy 14eb Core i5 11th 16G 512SSD 4G GTX 1650ti 14 FHD,۳۰٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ MSI GE66 Raider,۵۶٫۰۰۰٫۰۰۰ تومان,,,,,,,,,i7-10th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15 اینچی لنوو مدل Lenovo IdeaPad 3 - UAF ا Lenovo Ryzen 5 5500U - 4GB - 1TBHDD - Vega7 - FULL HD - TN,۳ فروشنده دیگر,,,,1.65,,,,,Ryzen 5,,,,,6,12,,,,,,3200MHZ,,,,,,,,,,,,,,,,,,TN,,FULL HD,1080*1920,,,,,,,,,,,,,,,
MacBook Pro اپل 13 اینچ مدل MYDC2 2020 پردازنده M1 رم 8GB حافظه 512GB SSD ا Apple MacBook Pro MYDC2 2020- 13 inch Laptop,۶۵٫۷۰۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Apple M1,,3.2 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس ROG FLOW G730170 (آکبند) Ci5-Gen12/16/512/Intel,۵۴٫۰۰۰٫۰۰۰ تومان,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ Lenovo ThinkPad T15g-ارسال 10 الی 15 روز کاری,۲۰۸٫۲۵۰٫۰۰۰ تومان,"اداری, برنامه نویسی, حسابداری, دانشجویی, روزمره, طراحی, طراحی سنگین, صنعتی",چین,375.4x252.3x31.45,2.8,آلومینیوم، پلاستیک,Intel,Tiger Lake,نسل 11,Core i7,11800H,2.3GHz,4.6GHz,24MB,8,16,10 نانومتری,x86,45 وات,32GB,DDR4,3200MHz,4,Up to 128GB,SSD,1TB,PCIe NVMe,3,NVIDIA,GeForce,RTX 3080,16GB,GDDR6,256Bit,90 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,60Hz,16:9,,100%,"(DisplayPort), (Power Delivery), (Thunderbolt 4), 3",2,4Cell 94WHr,لیتیوم پلیمر,1 الی 3 ساعت,230 وات,Backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ لنوو Legion 5-PAD ا Lenovo R5 5600H-32GB-1TB SSD-4GB 3050TI-FHD Laptop,۱ فروشنده دیگر,"تدوین, دانشجویی, طراحی, گیمینگ",چین,362.5x260.6x25.7,2.4,پلاستیک,AMD,AMD Cezanne (Zen 3),نسل 5,Ryzen 5,5600H,3.3GHz,4.2GHz,16MB,6,12,7 نانومتری,x86,45 وات,32GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,95 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,120Hz,16:9,,,"(DisplayPort), (Power Delivery), 2",4,4Cell 60WHr,لیتیوم پلیمر,1 الی 3 ساعت,230 وات,White Backlit,2 عدد,Nahimic Audio,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ HP PAVILION 15 ا LAPTOP HP PAVILION 15,۳۲٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ Victus 16 D1004NW اچ پی ا 16 اینچی,۶۰٫۴۹۹٫۰۰۰ تومان,,,,,,,Alder Lake,نسل 12,12700H,,,,24 MB,14 هسته حقیقی + 20 رشته مجازی,,10 نانومتری,,45 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,,,,,,,,,,,IPS,,FHD,1080x1920,144 هرتز,16:9,,,,,,,,,Backlit,2 عدد,,,
لپ تاپ 12.4 اینچی مایکروسافت مدل Surface Laptop Go - B,۱ فروشنده دیگر,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 | 16GB RAM | 1TB HDD | 256GB SSD | i7 | 6GB VGA ا Laptop Lenovo Legion 5,۶۰٫۵۷۲٫۵۳۹ تومان,گیمیگ / طراحی مهندسی / کاربری عمومی,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل ASUS FX507VV-VB|i7 13700H-16GB-512GB SSD-8GB RTX 4060-Full HD 144Hz,۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ام اس آی مدل Stealth 15M B12UE ا MSI Stealth 15M B12UE 15.6 Inch Laptop,۷۵٫۷۱۰٫۰۰۰ تومان,,,,,,,,,1280P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ VivoBook S533EQ-BN275 ایسوس i7 16GB ا ۱۵.۶ اینچی ا Asus VivoBook S533EQ BN275 i7(1165G7) 16GB 1TB SSD 2GB,۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ایسر مدل Acer Predator Helios 18 (2023) i9-13900HX RTX4080 16GB 512B 2.5K 240HZ,۱۷۵٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ برند Lenovo مدل,۸٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ الین ویر مدل Alienware M15 R7 i7-11800H RTX3070 16G 256TB 165Hz,۱۱۲٫۵۱۰٫۷۸۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF A17 FA707RM Ryzen 7 6800H 32 1SSD 6 RTX3060 FHD ا لپ تاپ ایسوس FA707 RM,۱ فروشنده دیگر,"تدوین, طراحی سنگین, گیمینگ",تایوان,394x264x25.4,2.6,فلز آلومینیوم، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 6,Ryzen 7,6800H,3.2GHz,4.7GHz,16MB,8,16,6 نانومتری,x86,45 وات,32GB,DDR5,4800MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,140 وات,115 وات,DirectX 12,4.0,17.3,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,1 الی 3 ساعت,240 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کیف, ماوس"
